number,street,unit,census_status,street_residential_signal
2150,MUIRWOOD DR,,Match,0/1
2248,SEVILLE AVE,,Match,0/1
6373,MCNAUGHTEN CT,,No_Match,0/1
4611,REFUGEE RD,2G,Match,119/267
3859,MAUMEE BAY WAY,,Match,0/0
2295,SEVILLE AVE,,Match,0/1
138,LITTLE BROOK WAY,,No_Match,30/31
3717,DAWN CT,,Match,0/0
3248,ELIM MANOR CT,,Match,0/1
2797,TENNYSON BLVD,B,Match,0/0
4617,REFUGEE RD,3F,Match,119/267
6667,MCNAUGHTEN CT,,No_Match,0/1
3588,ARIEL DR,,Match,0/0
5330,YORKSHIRE TERRACE DR,B3,Match,0/0
1819,CHANNINGWAY CT W,,Match,0/0
2270,SEVILLE AVE,,Match,0/1
2330,SUNSHINE PL,,Match,0/1
5200,CEDAR DR,M,Match,15/24
1285,YORKLAND RD,UNIT M,Match,23/34
4552,MANDEVILLE CT,C,Match,0/0
100,LITTLE BROOK WAY,,No_Match,30/31
1818,CHANNINGWAY CT W,,Match,0/0
2326,RANDY CT,,Match,0/0
148,CHANTRY DR,,No_Match,0/16
3759,KIMBERLY WEST DR,UNIT 4,Tie,0/0
4630,HILTON CORPORATE DR,118,Match,0/3
4824,ROLLINGBROOK LN,B,Tie,0/0
368,CHANTRY DR,,No_Match,0/16
5430,LONSDALE PL S,UNIT C,Match,0/0
5864,HALLRIDGE CIR,,Match,0/0
2216,MUIRWOOD DR,,Match,0/1
2320,RANDY CT,,Match,0/0
416,LITTLE BROOK WAY,,No_Match,30/31
3150,S HAMILTON RD,,Match,242/753
2055,PINE NEEDLE CT,,Match,0/0
2776,TENNYSON BLVD,,Match,0/0
2033,PINE NEEDLE CT,,Match,0/0
4595,REFUGEE RD,2C,Match,119/267
2425,SHORE BLVD E,,Match,0/0
2690,WINCHESTER PIKE,,Match,4/13
3600,ARIEL DR,,Match,0/0
1815,CHANNINGWAY CT E,,Match,0/0
5085,MYERS RD,,Match,0/8
4536,LAKE SIDE N,,Match,0/0
4495,REFUGEE RD,,Match,119/267
3746,KNIGHTSWAY LN,,Match,0/2
2819,GROSSE POINT,,Match,0/0
3140,WEBSTER DR,,Match,0/0
1564,ALLENFORD CT,,Match,0/0
4661,REFUGEE RD,3C,Match,119/267
4225,DONLYN CT,,Match,0/0
5757,HALLRIDGE CIR,,Match,0/0
5539,HIBERNIA DR,,Match,0/1
4582,MANDEVILLE CT,B,Match,0/0
3616,RIVERDALE SQ,,Match,0/0
3948,LAUREL LN,,Match,2/2
4650,HILTON CORPORATE DR,209,Match,0/3
2745,TENNYSON BLVD,A,Match,0/0
5784,HIBERNIA DR,B,Match,0/1
3466,COURTRIGHT LN,A,Match,0/0
2797,GROSSE POINT,,Match,0/0
1773,CHANNINGWAY CT W,,Match,0/0
5843,REDAPPLE RIDGE,,Match,0/0
3700,KIMBERLY PKWY N,,Match,0/0
5542,DUNFIELD LN,1,Match,0/1
2424,SHORE BLVD W,,Match,0/0
3718,BUCKMAN ST,,Match,0/0
3757,SOFT WIND DR,,Match,0/0
6052,CHANNINGWAY BLVD,,Match,0/0
5543,HIBERNIA DR,,Match,0/1
6617,MCNAUGHTEN CT,,No_Match,0/1
252,LITTLE BROOK WAY,,No_Match,30/31
2802,CITIZENS PL,C,Match,0/1
4630,HILTON CORPORATE DR,216,Match,0/3
4491,REFUGEE RD,,Match,119/267
2900,NATHANIEL BLVD,C,Match,0/0
4789,ROLLINGBROOK LN,A,Tie,0/0
5167,CEDAR DR,J,Match,15/24
20,CHANTRY DR,,No_Match,0/16
434,CHANTRY DR,,No_Match,0/16
3759,KIMBERLY WEST DR,UNIT 6,Tie,0/0
4238,S HAMILTON RD,,No_Match,242/753
5791,HALLRIDGE CIR,,Match,0/0
2041,PINE GROVE LN,,Match,0/1
3221,ST BERNARD CIR,,Match,0/0
3217,ELIM MANOR CT,,Match,0/1
2965,ELIM ESTATES DR,,Match,0/49
4245,EASTLAND SQUARE DR,,Match,0/1
5393,YORKSHIRE TERRACE DR,5A,Match,0/0
5521,CANTARA PL,4,Match,0/0
4541,LAKE SIDE S,,Match,0/0
4231,EASTLAND FOOD CT,,No_Match,0/0
1390,YORKLAND RD,,Match,23/34
2899,TENNYSON BLVD,C,Match,0/0
1956,OLDE COVENTRY RD E,,Match,0/0
1929,OLDE COVENTRY RD E,,Match,0/0
4617,REFUGEE RD,3H,Match,119/267
594,CHANTRY DR,,No_Match,0/16
4535,LAKE SIDE S,K,Match,0/0
5601,CHATTERTON RD,,Match,0/12
2764,BRANDY DR,103,Match,0/1
684,CHANTRY DR,,No_Match,0/16
5542,CANTARA PL,,Match,0/0
1894,COVENTRY CT,A,Match,2/2
6001,CHATFORD DR,,No_Match,14/20
2826,TENNYSON BLVD,D,Match,0/0
2756,EASTLAND MALL,,Match,0/1
2430,SHORE BLVD W,UNIT L,Match,0/0
2879,SHILLING DR,,Match,0/0
3941,MAUMEE BAY WAY,,Match,0/0
4573,MONMOUTH CT,208,Match,0/0
3934,LAUREL LN,,Match,2/2
4505,LAKE SIDE S,B,Match,0/0
414,CHANTRY DR,,No_Match,0/16
5485,CHATFORD SQ,,Match,0/1
5704,GREENPINE ST,,Match,0/0
5588,HIBERNIA DR,C,Match,0/1
80,CHANTRY DR,,No_Match,0/16
6641,MCNAUGHTEN CT,,No_Match,0/1
1794,CHANNINGWAY CT W,,Match,0/0
2142,RIVERDALE SQ W,,Match,0/0
2880,NATHANIEL BLVD,C,Match,0/0
2855,CITIZENS PL,A,Match,0/1
4655,REFUGEE RD,3C,Match,119/267
5453,LONSDALE PL S,,Match,0/0
1558,BANDERA CT,,Match,0/0
504,LITTLE BROOK WAY,,No_Match,30/31
3660,HAMILTON RD,,Match,242/753
4563,HEMINGWAY CT,D,Match,0/1
2871,MERRYMOUNT CT,D,Match,0/0
2809,CITIZENS PL,C,Match,0/1
5735,CHANTRY DR,,Match,0/16
3581,REFUGEE RD,,Match,119/267
3753,BUCKMAN ST,,Match,0/0
5528,CANTARA PL,,Match,0/0
1801,CHANNINGWAY CT E,,Match,0/0
446,CHANTRY DR,,No_Match,0/16
2495,EASTERN PINE RD,,Match,0/0
2207,SOFT WIND CT,,Match,0/0
2336,PETZINGER CT,,Match,0/0
130,CHANTRY DR,,No_Match,0/16
3725,KIMBERLY WEST DR,UNIT 2,Tie,0/0
5780,HIBERNIA DR,A,Match,0/1
2317,SEVILLE AVE,,Match,0/1
1534,CABORA LN,,Match,0/0
5487,CHATFORD SQ,,Match,0/1
4659,REFUGEE RD,1A,Match,119/267
5703,HIBERNIA DR,B,Match,0/1
2381,CANAL BAY WAY,,Match,0/1
5097,CEDAR DR,J,Match,15/24
4544,LAKE SIDE S,C,Match,0/0
4619,REFUGEE RD,2E,Match,119/267
2606,CHAPPEL CHASE,,Match,0/0
6735,MCNAUGHTEN CT,,No_Match,0/1
6007,LAKE CLUB SQ,,Match,0/1
4517,LAKE SIDE S,,Match,0/0
5628,HIBERNIA DR,C,Match,0/1
398,CHANTRY DR,,No_Match,0/16
5981,LAKE CLUB SQ,A,Match,0/1
3751,SOFT WIND DR,,Match,0/0
5427,YORKSHIRE TERRACE DR,4C,Match,0/0
2722,TENNYSON BLVD,C,Match,0/0
5800,HIBERNIA DR,A,Match,0/1
6791,MCNAUGHTEN CT,,No_Match,0/1
3726,BONNETT CT,,Match,0/0
4525,LAKE SIDE N,D,Match,0/0
3757,BIRCHTREE LN,,Match,0/0
5685,BAIRSFORD CIR N,12,Match,0/0
5418,LONSDALE PL S,UNIT B,Match,0/0
5330,YORKSHIRE TERRACE DR,B4,Match,0/0
2197,FOXCROFT GREEN,,Match,0/0
2159,RIVERDALE SQ W,,Match,0/0
1740,LONSDALE PL E,,Match,0/0
200,CHANTRY DR,,No_Match,0/16
2913,SHILLING DR,,Match,0/0
3180,ELIM MANOR CT,212,Match,0/1
2788,CITIZENS PL,A,Match,0/1
1285,YORKLAND RD,UNIT N,Match,23/34
3940,LAUREL LN,,Match,2/2
4650,HILTON CORPORATE DR,102,Match,0/3
448,CHANTRY DR,,No_Match,0/16
6639,MCNAUGHTEN CT,,No_Match,0/1
2262,SEVILLE AVE,,Match,0/1
2371,HUDSON BAY WAY,,Match,0/0
2052,S HAMILTON RD,,Match,242/753
5704,HIBERNIA DR,A,Match,0/1
3723,FRANCINE CT,,Match,0/0
5798,HALLRIDGE CIR,,Match,0/0
4564,ISINGTON CT,207,Match,0/0
2166,RIVERDALE SQ E,,Match,0/0
2510,KIMBERLY PKWY E,UNIT 209,Match,0/0
2266,PETZINGER CT,,Match,0/0
1502,ABRAHAM WOODS,,Match,0/0
4257,EASTLAND FOOD CT,,No_Match,0/0
2779,CITIZENS PL,E,Match,0/1
3630,RIVERDALE SQ,,Match,0/0
2788,CITIZENS PL,C,Match,0/1
4215,DONLYN CT,,Match,0/0
3737,SOFT WIND DR,,Match,0/0
3475,COURTRIGHT LN,,Match,0/0
3146,S HAMILTON RD,,Match,242/753
1540,COBORA LN,,Match,0/0
2843,CITIZENS PL,B,Match,0/1
4305,DONLYN CT,,Match,0/0
4802,ROLLINGBROOK LN,D,Tie,0/0
2794,BERWICK SQ,,Match,0/1
2195,SOFT WIND CT,,Match,0/0
4599,MONMOUTH CT,210,Match,0/0
3253,ST BERNARD CIR,,Match,0/0
4172,ASTON MARTIN CT,,Match,0/0
4237,DONLYN CT,,Match,0/0
2307,PETZINGER CT,,Match,0/0
3755,KIMBERLY WEST DR,UNIT 1,Tie,0/0
5842,HALLRIDGE CIR,D,Match,0/0
5821,CHANTRY DR,,Match,0/16
460,CHANTRY DR,,No_Match,0/16
4655,REFUGEE RD,2B,Match,119/267
3699,MENDON PL,,Match,0/0
2875,WINCHESTER CT,A,Match,1/3
5141,CEDAR DR,A,Match,15/24
3810,SOFT WIND DR,,Match,0/0
2383,HUDSON BAY WAY,,Match,0/0
3265,WINTER LANE PARK,,Match,0/0
4640,HEBRIDES DR,C,Match,0/0
5711,HIBERNIA DR,,Match,0/1
464,CHANTRY DR,,No_Match,0/16
1964,OLDE COVENTRY RD E,,Match,0/0
2874,MERRYMOUNT CT,C,Match,0/0
2915,TENNYSON BLVD,B,Match,0/0
654,CHANTRY DR,,No_Match,0/16
5592,MILLERSFIELD DR,,Match,0/1
2800,MARWOOD CT,B,Match,0/1
4756,GROVES RD,,Match,4/54
2094,LAKE CLUB TER,,Match,0/0
3790,BUCKMAN ST,,Match,0/0
2329,RANDY CT,,Match,0/0
4655,HILTON CORPORATE DR,,Match,0/3
390,CHANTRY DR,,No_Match,0/16
2566,PARK CRESCENT,,Match,0/0
5016,COVENTRY DR,,Match,0/0
2588,SUMMERWAY CT,,Match,0/0
6123,MCNAUGHTEN CT,,Match,0/1
3722,SOFT WIND DR,,Match,0/0
4242,EASTLAND FOOD CT,,No_Match,0/0
1281,MCNAUGHTEN RD,UNIT J,Match,80/137
8,CHANTRY DR,,No_Match,0/16
4616,HEBRIDES DR,B,Match,0/0
5747,HIBERNIA DR,A,Match,0/1
4563,HEMINGWAY CT,B,Match,0/1
4613,REFUGEE RD,3A,Match,119/267
5393,YORKSHIRE TERRACE DR,3C,Match,0/0
2790,GROSSE POINT,,Match,0/0
5878,YORKLAND CT,UNIT I,Match,0/1
1782,CHANNINGWAY CT W,,Match,0/0
3221,WEBSTER DR,,Match,0/0
3444,REFUGEE RD,,Match,119/267
2586,SUMMERWAY CT,,Match,0/0
6247,MCNAUGHTEN CT,,Tie,0/1
2720,BRANDY DR,102,Match,0/1
2045,LAKE CLUB TER,,Match,0/0
2907,TENNYSON BLVD,A,Match,0/0
264,LITTLE BROOK WAY,,No_Match,30/31
2510,KIMBERLY PKWY E,108,Match,0/0
4671,REFUGEE RD,1C,Match,119/267
3369,BRANFORD,,Match,0/0
3748,SOFT WIND DR,,Match,0/0
2585,KIMBERLY PKWY W,,Match,0/0
5284,REFUGEE RD,,Match,119/267
4617,REFUGEE RD,3B,Match,119/267
686,LITTLE BROOK WAY,,No_Match,30/31
2738,BRANDY DR,203,Match,0/1
164,LITTLE BROOK WAY,,No_Match,30/31
1775,BAIRSFORD CIR W,,Match,0/0
5410,YORKSHIRE TERRACE DR,D,Match,0/0
5009,COVENTRY DR,,Match,0/0
4555,LAKE SIDE N,C,Match,0/0
5434,YORKSHIRE TERRACE DR,,Match,0/0
5840,HALLRIDGE CIR,,Match,0/0
1289,YORKLAND RD,UNIT B,Match,23/34
2613,SILVER OAK DR,,Match,0/1
5552,MILLERSFIELD DR,,Match,0/1
188,LITTLE BROOK WAY,,No_Match,30/31
566,LITTLE BROOK WAY,,No_Match,30/31
4299,KIMBERLY PKWY E,,Match,0/0
208,LITTLE BROOK WAY,,No_Match,30/31
2411,SHORE BLVD E,J,Match,0/0
2573,SILVER OAK DR,,Match,0/1
3759,BIRCHTREE LN,,Match,0/0
5357,YORKSHIRE TERRACE DR,F,Match,0/0
2737,EASTLAND MALL,,Match,0/1
5607,CHATTERTON RD,,Match,0/12
5680,SPRUCE TREE DR,,Match,0/0
3714,CHARBERT CT,,Match,0/0
1809,CHANNINGWAY CT E,,Match,0/0
538,CHANTRY DR,,No_Match,0/16
2460,SHORE BLVD W,C,Match,0/0
4597,REFUGEE RD,1G,Match,119/267
3136,S HAMILTON RD,,Match,242/753
5690,GREENPINE ST,,Match,0/0
590,CHANTRY DR,,No_Match,0/16
2491,SHORE BLVD E,C,Match,0/0
5580,AUTUMN CHASE DR,B,Match,0/1
2894,MERRYMOUNT CT,C,Match,0/0
2207,COURTSIDE DR,D,Match,0/2
4079,ROLLS ROYCE CT,,Match,0/0
2779,BERWICK SQ,,Match,0/1
2740,CITIZENS PL,B,Match,0/1
2078,PINE GROVE LN,,Match,0/1
4593,REFUGEE RD,3G,Match,119/267
3140,S HAMILTON RD,,Match,242/753
5744,GREENPINE ST,,Match,0/0
2207,COURTSIDE DR,F,Match,0/2
402,LITTLE BROOK WAY,,No_Match,30/31
5558,CHANTRY DR,,Match,0/16
5780,HIBERNIA DR,B,Match,0/1
3343,BRANFORD,,Match,0/0
1759,LONSDALE PL E,UNIT C,Match,0/0
5079,CEDAR DR,C,Match,15/24
2143,RIVERDALE SQ W,,Match,0/0
5121,CEDAR DR,K,Match,15/24
4688,FENIMORE CT,D,Match,0/0
2791,CITIZENS PL,E,Match,0/1
5586,AUTUMN CHASE DR,,Match,0/1
4505,LAKE SIDE S,A,Match,0/0
2576,S HAMILTON RD,,Match,242/753
2630,BIRCHTREE WAY,,Match,0/0
5774,SPRUCE TREE DR,,Match,0/0
2409,SHORE BLVD E,,Match,0/0
5526,CANTARA PL,,Match,0/0
4601,REFUGEE RD,2H,Match,119/267
2421,SHORE BLVD E,A,Match,0/0
2195,DURANT AVE,,Match,0/1
5598,BAIRSFORD CIR N,,Match,0/0
4272,EASTLAND SQUARE DR,,Match,0/1
398,LITTLE BROOK WAY,,No_Match,30/31
5742,HIBERNIA DR,B,Match,0/1
3344,TRADAN DR,,Match,0/1
2427,KIMBERLY PKWY N,,Tie,0/0
5681,HIBERNIA DR,C,Match,0/1
5448,LONSDALE PL S,UNIT C,Match,0/0
3334,SUFFIELD,,Match,0/0
2233,COURTSIDE DR,H,Match,0/2
2785,CITIZENS PL,C,Match,0/1
2098,S HAMILTON RD,,Match,242/753
620,CHANTRY DR,,No_Match,0/16
5981,LAKE CLUB SQ,E,Match,0/1
4818,LARAINE CT,102,Match,0/0
5544,MILLERSFIELD DR,,Match,0/1
4630,HILTON CORPORATE DR,205,Match,0/3
2597,SILVER OAK DR,,Match,0/1
5321,YORKSHIRE TERRACE DR,C,Match,0/0
2550,SILVER OAK DR,,Match,0/1
4225,EASTLAND FOOD CT,,No_Match,0/0
2510,KIMBERLY PKWY E,UNIT 305,Match,0/0
3862,BUCKMAN ST,,Match,0/0
2843,CITIZENS PL,H,Match,0/1
2274,SEVILLE AVE,,Match,0/1
5657,HIBERNIA DR,B,Match,0/1
2849,ROCKFORD LN,,Match,0/0
1909,OLDE COVENTRY RD E,,Match,0/0
5591,HIBERNIA DR,,Match,0/1
4582,MANDEVILLE CT,A,Match,0/0
2531,FRANKSWAY ST,,Match,0/1
2759,TENNYSON BLVD,,Match,0/0
2836,WYMAN CT,B,Match,0/0
5624,HIBERNIA DR,,Match,0/1
3754,SOFT WIND DR,,Match,0/0
6297,MCNAUGHTEN CT,,Match,0/1
696,LITTLE BROOK WAY,,No_Match,30/31
5572,MILLERSFIELD DR,,Match,0/1
5439,LONSDALE PL S,UNIT A,Match,0/0
5393,YORKSHIRE TERRACE DR,6B,Match,0/0
4690,FENIMORE CT,D,Match,0/0
220,CHANTRY DR,,No_Match,0/16
3268,WINTER LANE PARK,,Match,0/0
2112,PINE GROVE LN,,Match,0/1
3784,SOFT WIND DR,,Match,0/0
2898,MERRYMOUNT CT,C,Match,0/0
348,CHANTRY DR,,No_Match,0/16
5730,HIBERNIA DR,B,Match,0/1
2293,PETZINGER CT,,Match,0/0
3825,BUCKMAN ST,,Match,0/0
6063,LAKE CLUB PL,,Match,0/0
4522,LAKE SIDE N,,Match,0/0
3539,ARIEL DR,,Match,0/0
3721,CHARBERT CT,,Match,0/0
2775,BERWICK SQ,,Match,0/1
412,CHANTRY DR,,No_Match,0/16
3984,KIMBERLY PKWY N,,Match,0/0
3645,FARTHING LN,,Match,0/2
518,CHANTRY DR,,No_Match,0/16
4630,HILTON CORPORATE DR,214,Match,0/3
2583,S HAMILTON RD,,Match,242/753
5393,YORKSHIRE TERRACE DR,6A,Match,0/0
2225,COURTSIDE DR,C,Match,0/2
3310,WINTER LANE PARK,,Match,0/0
4669,REFUGEE RD,3F,Match,119/267
5202,CEDAR DR,L,Match,15/24
5772,HALLRIDGE CIR,,Match,0/0
3409,SUFFIELD,,Match,0/0
2335,HAMILTON RD,,Match,242/753
2262,SUNSHINE PL,,Match,0/1
5982,LAKE CLUB SQ,C,Match,0/1
5330,YORKSHIRE TERRACE DR,A6,Match,0/0
2419,SHORE BLVD E,,Match,0/0
3233,ELIM MANOR CT,,Match,0/1
2300,SEVILLE AVE,,Match,0/1
2381,SHORE BLVD E,C,Match,0/0
2748,CITIZENS PL,G,Match,0/1
2881,TENNYSON BLVD,102,Match,0/0
3844,BUCKMAN ST,,Match,0/0
3348,TRADAN DR,,Match,0/1
4262,S HAMILTON RD,,No_Match,242/753
3298,WINTER LANE PARK,,Match,0/0
5489,E LIVINGSTON AVE,,Match,406/920
3861,BUCKMAN ST,,Match,0/0
2311,RANDY CT,,Match,0/0
6003,LAKE CLUB CT,C,Match,0/1
6165,MCNAUGHTEN CT,,Match,0/1
2361,SHORE BLVD E,E,Match,0/0
4650,HILTON CORPORATE DR,112,Match,0/3
1944,OLDE COVENTRY RD E,,Match,0/0
5845,REDAPPLE RIDGE,,Match,0/0
2401,SHORE BLVD E,B,Match,0/0
5123,CEDAR DR,J,Match,15/24
5757,KARENWAY DR,,No_Match,0/14
3010,ROTUNDA CT S,,Match,0/0
3721,FRANCINE CT,,Match,0/0
1847,COVENTRY LN,,Match,0/0
4616,HEBRIDES DR,A,Match,0/0
3662,RIVERDALE SQ,,Match,0/0
2748,CITIZENS PL,F,Match,0/1
5368,YORKSHIRE VILLAGE LN,,Match,0/0
660,CHANTRY DR,,No_Match,0/16
5415,YORKSHIRE TERRACE DR,5A,Match,0/0
4628,CHANNING TER,B,Match,0/0
5502,DUNFIELD LN,4,Match,0/1
5712,GREENPINE ST,,Match,0/0
5985,LAKE CLUB SQ,,Match,0/1
5004,MYERS RD,,Match,0/8
3306,SUFFIELD,,Match,0/0
3992,RIVERCREEK BAY WAY,,Match,0/0
5990,RADEKIN RD,,Match,21/44
4663,REFUGEE RD,2D,Match,119/267
2218,SUNSHINE PL,,Match,0/1
4633,COLERIDGE CT,C,Match,0/0
4204,EASTLAND SQUARE DR,,Match,0/1
6445,MCNAUGHTEN CT,,No_Match,0/1
5427,YORKSHIRE TERRACE DR,4B,Match,0/0
4281,DONLYN CT,,Match,0/0
2541,FRANKSWAY ST,,Match,0/1
2716,EASTLAND MALL,,Match,0/1
6001,LAKE CLUB CT,A,Match,0/1
234,CHANTRY DR,,No_Match,0/16
2457,KIMBERLY PKWY N,,Tie,0/0
2545,SILVER OAK DR,,Match,0/1
2464,SHORE BLVD W,,Match,0/0
5878,YORKLAND CT,UNIT A,Match,0/1
5659,MAPLE TREE LN,,Match,0/0
2510,KIMBERLY PKWY E,UNIT 306,Match,0/0
4268,EASTLAND SQUARE DR,,Match,0/1
3727,BIRCHTREE LN,,Match,0/0
2802,MARWOOD CT,A,Match,0/1
6001,LAKE CLUB CT,E,Match,0/1
488,CHANTRY DR,,No_Match,0/16
3844,MAUMEE BAY WAY,,Match,0/0
484,LITTLE BROOK WAY,,No_Match,30/31
2804,S HAMILTON RD,,Match,242/753
2255,PETZINGER CT,,Match,0/0
1281,MCNAUGHTEN RD,UNIT B,Match,80/137
2091,LAKE CLUB TER,D,Match,0/0
2717,EASTLAND MALL,,Match,0/1
4590,LAKE SIDE N,J,Match,0/0
3726,KIMBERLY WEST DR,,Tie,0/0
2199,ROTUNDA DR,,Match,6/10
2806,GROSSE POINT,,Match,0/0
1936,OLDE COVENTRY RD E,,Match,0/0
1777,CHANNINGWAY CT W,,Match,0/0
3736,EMRICK CT,,Match,0/0
2726,TENNYSON BLVD,C,Match,0/0
4611,REFUGEE RD,1C,Match,119/267
1907,OLDE COVENTRY RD E,,Match,0/0
5795,MAPLE TREE LN,,Match,0/0
2821,WYMAN CT,,Match,0/0
4607,REFUGEE RD,2B,Match,119/267
3868,BUCKMAN ST,,Match,0/0
2091,LAKE CLUB TER,G,Match,0/0
4652,CHANNING TER,A,Match,0/0
5420,LONSDALE PL N,UNIT D,Match,0/0
296,CHANTRY DR,,No_Match,0/16
1793,CHANNINGWAY CT E,,Match,0/0
4000,KIMBERLY PKWY N,,Match,0/0
2772,BERWICK SQ,,Match,0/1
2852,CITIZENS PL,E,Match,0/1
3663,RIVERDALE SQ,,Match,0/0
2451,SHORE BLVD E,C,Match,0/0
4586,ISINGTON CT,203,Match,0/0
2706,EASTLAND MALL,,Match,0/1
4243,EASTLAND FOOD CT,,No_Match,0/0
1767,CHANNINGWAY CT W,,Match,0/0
3856,RIVERCREEK BAY WAY,,Match,0/0
5501,E LIVINGSTON AVE,,Match,406/920
3179,WEBSTER DR,,Match,0/0
2740,CITIZENS PL,F,Match,0/1
4273,DONLYN CT,,Match,0/0
2464,HUDSON BAY WAY,,Match,0/0
6309,MCNAUGHTEN CT,,No_Match,0/1
6485,MCNAUGHTEN CT,,No_Match,0/1
4221,DONLYN CT,,Match,0/0
3988,KIMBERLY PKWY N,,Match,0/0
6003,LAKE CLUB CT,E,Match,0/1
5501,E LIVINGSTON AVE,UNIT B,Match,406/920
3735,KIMBERLY PKWY N,,Match,0/0
4774,LARAINE CT,101,Match,0/0
1904,OLDE COVENTRY RD E,,Match,0/0
4667,REFUGEE RD,2D,Match,119/267
2617,SILVER OAK DR,,Match,0/1
3752,NOAM CT,,Match,0/0
5533,CANTARA PL,6,Match,0/0
4656,HEBRIDES DR,A,Match,0/0
6597,MCNAUGHTEN CT,,No_Match,0/1
5410,YORKSHIRE TERRACE DR,A,Match,0/0
5489,E LIVINGSTON AVE,UNIT A,Match,406/920
3665,MENDON PL,,Match,0/0
292,LITTLE BROOK WAY,,No_Match,30/31
2730,EASTLAND MALL,,Match,0/1
1311,YORKLAND RD,UNIT,Match,23/34
4289,EASTLAND SQUARE DR,,Match,0/1
1810,CHANNINGWAY CT W,,Match,0/0
3269,WINTER LANE PARK,,Match,0/0
4794,REFUGEE RD,C,Match,119/267
3316,SUFFIELD,,Match,0/0
2191,FOXCROFT GREEN,,Match,0/0
2635,SILVER OAK DR,,Match,0/1
2891,MERRYMOUNT CT,B,Match,0/0
4789,ROLLINGBROOK LN,B,Tie,0/0
2366,MALKA CT,,Match,0/0
4224,EASTLAND SQUARE DR,,Match,0/1
2418,HUDSON BAY WAY,,Match,0/0
4093,JENERA PL,,Match,0/0
5878,YORKLAND CT,UNIT H,Match,0/1
3289,WINTER LANE PARK,,Match,0/0
2780,CITIZENS PL,D,Match,0/1
2788,MARWOOD CT,,Match,0/1
2766,BERWICK SQ,,Match,0/1
4605,REFUGEE RD,3B,Match,119/267
4826,LARAINE CT,201,Match,0/0
3319,BRANFORD,,Match,0/0
4566,LAKE SIDE N,,Match,0/0
4299,DONLYN CT,,Match,0/0
2140,SUNSHINE PL,,Match,0/1
3776,RIVERCREEK BAY WAY,,Match,0/0
2246,S HAMILTON RD,105,Match,242/753
106,LITTLE BROOK WAY,,No_Match,30/31
1910,OLDE COVENTRY RD E,,Match,0/0
4525,LAKE SIDE N,H,Match,0/0
4630,HILTON CORPORATE DR,112,Match,0/3
4536,LAKE SIDE S,B,Match,0/0
3406,REFUGEE RD,,Match,119/267
6289,MCNAUGHTEN CT,,Match,0/1
2195,SUNSHINE PL,,Match,0/1
5772,SPRUCE TREE DR,,Match,0/0
5079,CEDAR DR,D,Match,15/24
5030,COVENTRY DR,C,Match,0/0
5665,HIBERNIA DR,A,Match,0/1
4630,HILTON CORPORATE DR,203,Match,0/3
5580,SARANAC DR,,No_Match,23/31
5742,HALLRIDGE CIR,,Match,0/0
6145,MCNAUGHTEN CT,,Match,0/1
688,LITTLE BROOK WAY,,No_Match,30/31
6002,LAKE CLUB CT,D,Match,0/1
154,LITTLE BROOK WAY,,No_Match,30/31
4253,KIMBERLY PKWY,,Match,0/1
4601,REFUGEE RD,2I,Match,119/267
5165,CEDAR DR,A,Match,15/24
5656,HIBERNIA DR,C,Match,0/1
5095,CEDAR DR,L,Match,15/24
5125,CEDAR DR,,Match,15/24
3223,WEBSTER DR,,Match,0/0
5998,LAKE CLUB SQ,,Match,0/1
5095,CEDAR DR,B,Match,15/24
4617,REFUGEE RD,1B,Match,119/267
2847,ROCKFORD LN,,Match,0/0
4609,HILTON CORPORATE DR,,Match,0/3
5079,CEDAR DR,J,Match,15/24
2052,PINE NEEDLE CT,,Match,0/0
4599,WORDSWORTH CT,,Match,0/0
4651,COLERIDGE CT,D,Match,0/0
6455,MCNAUGHTEN CT,,No_Match,0/1
1961,BRICE RD,,Match,177/386
4111,ALVADA ST,,Match,0/0
1640,COPPERTREE RD,,Match,2/2
5597,CHATTERTON RD,,Match,0/12
4644,HEBRIDES DR,B,Match,0/0
2581,SILVER OAK DR,,Match,0/1
4527,LAKE SIDE S,,Match,0/0
6589,MCNAUGHTEN CT,,No_Match,0/1
3200,WINTER LANE PARK,,Match,0/0
5095,CEDAR DR,H,Match,15/24
3186,EASTHAVEN DR S,,Match,0/0
2549,SILVER OAK DR,,Match,0/1
4592,MONMOUTH CT,,Match,0/0
6799,MCNAUGHTEN CT,,No_Match,0/1
5490,CHATFORD SQ,,Match,0/1
568,LITTLE BROOK WAY,,No_Match,30/31
4650,HILTON CORPORATE DR,213,Match,0/3
4630,HILTON CORPORATE DR,212,Match,0/3
2825,CITIZENS PL,C,Match,0/1
2851,CITIZENS PL,E,Match,0/1
508,LITTLE BROOK WAY,,No_Match,30/31
4110,JENERA PL,,Match,0/0
5964,SCARBOROUGH BLVD,,Match,0/1
5616,HIBERNIA DR,A,Match,0/1
4678,FENIMORE CT,B,Match,0/0
4980,OLDE COVENTRY RD W,,Match,0/0
3238,WINTER LANE PARK,,Match,0/0
2801,GROSSE POINT,,Match,0/0
2779,CITIZENS PL,F,Match,0/1
2731,TENNYSON BLVD,D,Match,0/0
4525,LAKE SIDE S,A,Match,0/0
6795,MCNAUGHTEN CT,,No_Match,0/1
3153,WEBSTER DR,,Match,0/0
1785,BAIRSFORD CIR W,,Match,0/0
2505,EASTERN PINE RD,,Match,0/0
5754,HALLRIDGE CIR,,Match,0/0
