address,number,street,unit,city,state,zip,latitude,longitude,parcel_id,land_use_code,land_use_type,verification,homestead,year_built,bedrooms,bathrooms,appraised_value,annual_tax,sale_price,sale_date,census_match,census_matched_address
"2991 UPTON RD W, Columbus, OH, 43232",2991,UPTON RD W,,Columbus,OH,43232,39.9161044,-82.8579087,260-000344,510,SINGLE_FAMILY,auditor_parcel,,1970,4,2,197700.00,3577.42,0,07/14/1998,Y,Exact
"2970 UPTON RD W, Columbus, OH, 43232",2970,UPTON RD W,,Columbus,OH,43232,39.9165503,-82.8574439,260-000295,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,161400.00,2858.94,223000,05/07/2024,Y,Exact
"3448 CLARETTA RD, Columbus, OH, 43232",3448,CLARETTA RD,,Columbus,OH,43232,39.9067206,-82.8603877,180-003757,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,188800.00,3185.68,228000,08/16/2023,Y,Exact
"4593 STRATFORD LN, Columbus, OH, 43232",4593,STRATFORD LN,,Columbus,OH,43232,39.9058069,-82.8748373,180-005188,510,SINGLE_FAMILY,auditor_parcel,,1996,3,1,238000.00,4015.26,0,09/05/2013,Y,Exact
"3440 BEACHWORTH DR, Columbus, OH, 43232",3440,BEACHWORTH DR,,Columbus,OH,43232,39.904879,-82.879042,180-003570,520,TWO_FAMILY,auditor_parcel,,1969,6,2,260700.00,4498.16,0,07/06/2022,Y,Exact
"2980 COURTRIGHT RD, Columbus, OH, 43232",2980,COURTRIGHT RD,,Columbus,OH,43232,39.9116168,-82.896568,180-001140,510,SINGLE_FAMILY,auditor_parcel,,1955,3,2,229200.00,3867.28,0,11/30/1990,Y,Exact
"3301 DAGLOW RD, Columbus, OH, 43232",3301,DAGLOW RD,,Columbus,OH,43232,39.9063066,-82.8858189,180-000956,511,SINGLE_FAMILY,auditor_parcel,,1958,3,1,329000.00,5676.8,450000,05/16/2025,Y,Exact
"5330 SUNDALE PL S, Columbus, OH, 43232",5330,SUNDALE PL S,,Columbus,OH,43232,39.9122708,-82.8557393,180-004417,510,SINGLE_FAMILY,auditor_parcel,Y,1968,3,1,186700.00,2677.64,0,12/03/1992,Y,Exact
"2987 OLIVETTE RD, Columbus, OH, 43232",2987,OLIVETTE RD,,Columbus,OH,43232,39.9159813,-82.8589419,260-000364,510,SINGLE_FAMILY,auditor_parcel,,1970,3,2,216200.00,3829.46,195000,08/19/2021,Y,Exact
"2919 OLIVETTE RD, Columbus, OH, 43232",2919,OLIVETTE RD,,Columbus,OH,43232,39.9174669,-82.8588105,260-000373,510,SINGLE_FAMILY,auditor_parcel,,1969,3,2,197100.00,3490.94,125000,01/24/2019,Y,Exact
"5130 RUTLEDGE DR N, Columbus, OH, 43232",5130,RUTLEDGE DR N,,Columbus,OH,43232,39.91411,-82.8596132,180-004769,510,SINGLE_FAMILY,auditor_parcel,,1966,3,1,172200.00,2971.02,0,06/22/1998,Y,Exact
"4953 SILVERTON DR, Columbus, OH, 43232",4953,SILVERTON DR,,Columbus,OH,43232,39.9165743,-82.8621572,260-000403,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,167600.00,3033.04,0,08/16/2024,Y,Exact
"5358 DEFOREST DR, Columbus, OH, 43232",5358,DEFOREST DR,,Columbus,OH,43232,39.908377,-82.8573449,180-004644,510,SINGLE_FAMILY,auditor_parcel,,1971,4,1,190300.00,3210.76,116036,07/11/2017,Y,Exact
"5374 NEWPORT RD, Columbus, OH, 43232",5374,NEWPORT RD,,Columbus,OH,43232,39.9041662,-82.8588239,180-002521,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,131300.00,2265.6,0,01/27/2015,Y,Exact
"5161 SEDALIA DR, Columbus, OH, 43232",5161,SEDALIA DR,,Columbus,OH,43232,39.9065575,-82.8631494,180-003161,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,182300.00,3145.52,0,01/30/2019,Y,Exact
"5482 NEWPORT RD, Columbus, OH, 43232",5482,NEWPORT RD,,Columbus,OH,43232,39.9040143,-82.8560678,180-002508,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,147300.00,2485.3,60000,09/14/2016,Y,Exact
"3570 CLEARWATER DR, Columbus, OH, 43232",3570,CLEARWATER DR,,Columbus,OH,43232,39.9043702,-82.8603541,180-002527,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,115000.00,1984.62,16666,04/23/2013,Y,Exact
"4913 CROSSCREEK DR, Columbus, OH, 43232",4913,CROSSCREEK DR,,Columbus,OH,43232,39.9090326,-82.8662209,180-005260,510,SINGLE_FAMILY,auditor_parcel,,1999,3,2,214100.00,3612.3,124000,03/10/2016,Y,Exact
"5125 UPTON RD W, Columbus, OH, 43232",5125,UPTON RD W,,Columbus,OH,43232,39.9169162,-82.8572747,260-000339,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,190400.00,3445.06,98123,10/28/2003,Y,Non_Exact
"3580 WYNCOTE RD, Columbus, OH, 43232",3580,WYNCOTE RD,,Columbus,OH,43232,39.9039096,-82.8640802,180-003266,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,174500.00,2944.2,104000,03/15/2019,Y,Exact
"3566 WYMORE PL, Columbus, OH, 43232",3566,WYMORE PL,,Columbus,OH,43232,39.9040342,-82.866191,180-003355,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,168000.00,2834.3,0,09/20/2005,Y,Exact
"5094 ZIMMER DR, Columbus, OH, 43232",5094,ZIMMER DR,,Columbus,OH,43232,39.9035431,-82.8661064,180-003374,510,SINGLE_FAMILY,auditor_parcel,,1967,3,2,207600.00,3502.88,215000,10/03/2023,Y,Exact
"3564 WYNCOTE RD, Columbus, OH, 43232",3564,WYNCOTE RD,,Columbus,OH,43232,39.904261,-82.8640499,180-003268,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,173400.00,2925.9,110000,09/24/2020,Y,Exact
"3588 WYNCOTE RD, Columbus, OH, 43232",3588,WYNCOTE RD,,Columbus,OH,43232,39.9037313,-82.8641113,180-003265,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,137800.00,2324.8,64000,08/19/2019,Y,Exact
"3112 DUNLOE RD, Columbus, OH, 43232",3112,DUNLOE RD,,Columbus,OH,43232,39.9134163,-82.8578378,180-004364,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,159800.00,2696.44,0,05/01/1996,Y,Exact
"3125 EASTWICK RD, Columbus, OH, 43232",3125,EASTWICK RD,,Columbus,OH,43232,39.9077419,-82.905953,180-001680,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,226900.00,3828.24,0,10/05/1992,Y,Exact
"4617 STRATFORD LN, Columbus, OH, 43232",4617,STRATFORD LN,,Columbus,OH,43232,39.9058423,-82.8741638,180-005148,510,SINGLE_FAMILY,auditor_parcel,,1995,3,2,238700.00,4027.3,92900,03/26/2010,Y,Exact
"5063 HATFIELD DR, Columbus, OH, 43232",5063,HATFIELD DR,,Columbus,OH,43232,39.9123252,-82.8625272,180-004252,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,142700.00,2407.7,65600,08/04/2021,Y,Exact
"3338 LATONIA CT, Columbus, OH, 43232",3338,LATONIA CT,,Columbus,OH,43232,39.908395,-82.8609632,180-004168,510,SINGLE_FAMILY,auditor_parcel,,1965,3,2,178100.00,3073.04,0,04/18/2022,Y,Exact
"4689 HARBOR BLVD, Columbus, OH, 43232",4689,HARBOR BLVD,,Columbus,OH,43232,39.9031535,-82.8765303,180-002829,510,SINGLE_FAMILY,auditor_parcel,,1963,3,2,206500.00,3484.06,0,12/22/2003,Y,Exact
"3625 CLEARWATER DR, Columbus, OH, 43232",3625,CLEARWATER DR,,Columbus,OH,43232,39.9033397,-82.8607836,180-002697,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,134700.00,2324.26,152000,07/18/2022,Y,Exact
"5112 NORCREST DR, Columbus, OH, 43232",5112,NORCREST DR,,Columbus,OH,43232,39.9179964,-82.8569166,260-000457,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,188600.00,3340.66,109000,12/02/2016,Y,Exact
"2986 UPTON RD W, Columbus, OH, 43232",2986,UPTON RD W,,Columbus,OH,43232,39.9162071,-82.8574636,260-000293,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,167800.00,2972.28,153000,08/19/2024,Y,Exact
"3549 WYMORE PL, Columbus, OH, 43232",3549,WYMORE PL,,Columbus,OH,43232,39.9044736,-82.8665747,180-003351,510,SINGLE_FAMILY,auditor_parcel,,1960,2,1,161500.00,2786.64,0,10/10/2019,Y,Exact
"3521 WYMORE PL, Columbus, OH, 43232",3521,WYMORE PL,,Columbus,OH,43232,39.9049822,-82.8665168,180-003348,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,128000.00,2159.94,72000,11/14/2003,Y,Exact
"2999 UPTON RD E, Columbus, OH, 43232",2999,UPTON RD E,,Columbus,OH,43232,39.9159842,-82.8569027,260-000345,510,SINGLE_FAMILY,auditor_parcel,,1970,4,2,166700.00,2952.54,32500,07/17/1976,Y,Non_Exact
"5041 EWALD DR, Columbus, OH, 43232",5041,EWALD DR,,Columbus,OH,43232,39.8993467,-82.8692565,180-002383,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,154600.00,2608.72,0,03/07/2012,Y,Exact
"3144 SUNDALE PL W, Columbus, OH, 43232",3144,SUNDALE PL W,,Columbus,OH,43232,39.9127112,-82.857139,180-004408,510,SINGLE_FAMILY,auditor_parcel,,1968,2,2,177500.00,2994.82,206000,11/08/2023,Y,Exact
"3269 BURDETT CT, Columbus, OH, 43232",3269,BURDETT CT,,Columbus,OH,43232,39.9099925,-82.861581,180-004143,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,144000.00,2484.96,0,02/25/2015,Y,Exact
"3385 FONTAINE RD, Columbus, OH, 43232",3385,FONTAINE RD,,Columbus,OH,43232,39.9084748,-82.852886,180-004528,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,147100.00,2481.92,0,01/11/2024,Y,Exact
"3131 PORTMAN RD, Columbus, OH, 43232",3131,PORTMAN RD,,Columbus,OH,43232,39.9133942,-82.8545187,180-004345,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,162800.00,2746.58,139900,11/06/2019,Y,Exact
"3591 TREMAINE RD, Columbus, OH, 43232",3591,TREMAINE RD,,Columbus,OH,43232,39.9035658,-82.8655968,180-003372,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,194800.00,3286.9,183900,01/03/2023,Y,Exact
"3625 TORWOOD DR, Columbus, OH, 43232",3625,TORWOOD DR,,Columbus,OH,43232,39.9032311,-82.8628718,180-003258,510,SINGLE_FAMILY,auditor_parcel,Y,1964,3,1,167400.00,2351.8,0,08/20/2024,Y,Non_Exact
"3570 RODELL RD, Columbus, OH, 43232",3570,RODELL RD,,Columbus,OH,43232,39.9043082,-82.8615764,180-003143,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,160800.00,2713.3,64000,05/04/2016,Y,Exact
"2889 COURTRIGHT RD, Columbus, OH, 43232",2889,COURTRIGHT RD,,Columbus,OH,43232,39.9135746,-82.8943118,180-000003,510,SINGLE_FAMILY,auditor_parcel,,1960,3,1,226100.00,3814.72,0,03/30/1998,Y,Exact
"5193 PARKLINE DR, Columbus, OH, 43232",5193,PARKLINE DR,,Columbus,OH,43232,39.9151129,-82.8570123,260-000353,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,174700.00,3094.22,0,04/22/1986,Y,Exact
"3519 GRAYSTONE DR, Columbus, OH, 43232",3519,GRAYSTONE DR,,Columbus,OH,43232,39.9039503,-82.8756257,180-003602,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,185100.00,3123.02,103900,08/28/2001,Y,Exact
"4606 WINDRIDGE CT, Columbus, OH, 43232",4606,WINDRIDGE CT,,Columbus,OH,43232,39.9083712,-82.8743485,180-005206,510,SINGLE_FAMILY,auditor_parcel,,1996,3,2,255600.00,4312.16,116900,11/13/2014,Y,Exact
"3037 MARWICK RD, Columbus, OH, 43232",3037,MARWICK RD,,Columbus,OH,43232,39.9095295,-82.9075819,180-001669,510,SINGLE_FAMILY,auditor_parcel,,1960,3,1,228700.00,3858.6,124900,05/25/2001,Y,Exact
"3315 FONTAINE RD, Columbus, OH, 43232",3315,FONTAINE RD,,Columbus,OH,43232,39.909803,-82.8527679,180-004520,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,151000.00,2547.98,180000,09/08/2023,Y,Exact
"3569 RODELL RD, Columbus, OH, 43232",3569,RODELL RD,,Columbus,OH,43232,39.9042252,-82.8619752,180-003213,510,SINGLE_FAMILY,auditor_parcel,Y,1964,3,1,178000.00,2531.12,90000,09/28/2018,Y,Exact
"5463 SEDALIA DR, Columbus, OH, 43232",5463,SEDALIA DR,,Columbus,OH,43232,39.9044744,-82.856063,180-001435,510,SINGLE_FAMILY,auditor_parcel,,1973,3,1,172400.00,2908.52,112900,06/09/2020,Y,Exact
"3283 DUNLOE RD, Columbus, OH, 43232",3283,DUNLOE RD,,Columbus,OH,43232,39.9098882,-82.8592384,180-004009,510,SINGLE_FAMILY,auditor_parcel,Y,1969,4,1,194300.00,2805.84,0,12/15/1971,Y,Exact
"3332 FONTAINE RD, Columbus, OH, 43232",3332,FONTAINE RD,,Columbus,OH,43232,39.9094401,-82.8523882,180-004484,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,154900.00,2613.54,192000,02/09/2022,Y,Exact
"4806 FUNSTON CT, Columbus, OH, 43232",4806,FUNSTON CT,,Columbus,OH,43232,39.9041609,-82.8730248,180-003616,510,SINGLE_FAMILY,auditor_parcel,,1965,4,1,222400.00,3837.62,0,01/06/2025,Y,Exact
"3447 CLARETTA RD, Columbus, OH, 43232",3447,CLARETTA RD,,Columbus,OH,43232,39.9069545,-82.8606349,180-003710,510,SINGLE_FAMILY,auditor_parcel,Y,1969,3,1,161700.00,2255.88,0,04/22/1971,Y,Exact
"3504 CLARETTA RD, Columbus, OH, 43232",3504,CLARETTA RD,,Columbus,OH,43232,39.9060379,-82.8599279,180-003752,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,157300.00,2654.02,0,11/09/2020,Y,Exact
"4711 GLENGATE DR, Columbus, OH, 43232",4711,GLENGATE DR,,Columbus,OH,43232,39.9045898,-82.8760141,180-003597,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,168200.00,2837.68,0,06/16/2016,Y,Exact
"3523 NEGLEY RD, Columbus, OH, 43232",3523,NEGLEY RD,,Columbus,OH,43232,39.9053686,-82.8591224,180-003725,510,SINGLE_FAMILY,auditor_parcel,Y,1969,3,1,144600.00,1967.6,0,05/08/1970,Y,Exact
"3190 PORTMAN RD, Columbus, OH, 43232",3190,PORTMAN RD,,Columbus,OH,43232,39.9120818,-82.8542126,180-004420,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,152300.00,2569.66,135000,10/12/2021,Y,Exact
"4720 GLENGATE DR, Columbus, OH, 43232",4720,GLENGATE DR,,Columbus,OH,43232,39.9048959,-82.8762511,180-003647,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,173200.00,2922.52,125400,08/25/2020,Y,Exact
"3416 BEACHWORTH DR, Columbus, OH, 43232",3416,BEACHWORTH DR,,Columbus,OH,43232,39.9054864,-82.8789918,180-003573,520,TWO_FAMILY,auditor_parcel,,1971,6,2,267500.00,4615.48,0,07/06/2022,Y,Exact
"3400 NOE BIXBY RD, Columbus, OH, 43232",3400,NOE BIXBY RD,,Columbus,OH,43232,39.9065883,-82.8691987,180-003432,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,120000.00,2070.38,22111,08/09/2011,Y,Exact
"3172 PORTMAN RD, Columbus, OH, 43232",3172,PORTMAN RD,,Columbus,OH,43232,39.9124407,-82.8541823,180-004422,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,202300.00,3413.2,153900,05/09/2019,Y,Exact
"2940 COURTRIGHT RD, Columbus, OH, 43232",2940,COURTRIGHT RD,,Columbus,OH,43232,39.9127587,-82.8963499,180-001143,510,SINGLE_FAMILY,auditor_parcel,,1956,3,1,175900.00,3035.08,0,03/01/2016,Y,Exact
"5428 BAYNARD DR, Columbus, OH, 43232",5428,BAYNARD DR,,Columbus,OH,43232,39.911357,-82.85397,180-004502,510,SINGLE_FAMILY,auditor_parcel,Y,1970,3,2,162000.00,2260.68,245000,06/25/2024,Y,Exact
"5491 DEFOREST DR, Columbus, OH, 43232",5491,DEFOREST DR,,Columbus,OH,43232,39.9078129,-82.853895,180-003798,510,SINGLE_FAMILY,auditor_parcel,,1972,3,1,154700.00,2669.32,0,01/11/2000,Y,Exact
"4547 HARBOR BLVD, Columbus, OH, 43232",4547,HARBOR BLVD,,Columbus,OH,43232,39.9037892,-82.8799664,180-000367,510,SINGLE_FAMILY,auditor_parcel,,1978,3,1,184000.00,3104.24,95500,01/21/2016,Y,Exact
"5549 NEWPORT CT, Columbus, OH, 43232",5549,NEWPORT CT,,Columbus,OH,43232,39.9035384,-82.8544899,180-002493,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,161600.00,2726.32,61500,09/18/2002,Y,Exact
"5382 INLET DR, Columbus, OH, 43232",5382,INLET DR,,Columbus,OH,43232,39.9033817,-82.8590016,180-002561,510,SINGLE_FAMILY,auditor_parcel,,1963,3,1,133000.00,2295.18,344000,01/23/2012,Y,Exact
"5391 SEDALIA DR, Columbus, OH, 43232",5391,SEDALIA DR,,Columbus,OH,43232,39.9045736,-82.8579456,180-001426,510,SINGLE_FAMILY,auditor_parcel,,1973,3,1,155400.00,2621.72,44000,07/15/2010,Y,Exact
"5332 DEFOREST DR, Columbus, OH, 43232",5332,DEFOREST DR,,Columbus,OH,43232,39.9084615,-82.8578159,180-004646,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,165300.00,2852.2,0,03/21/2024,Y,Exact
"5060 HATFIELD DR, Columbus, OH, 43232",5060,HATFIELD DR,,Columbus,OH,43232,39.9126575,-82.8625681,180-004263,510,SINGLE_FAMILY,auditor_parcel,,1966,3,1,126100.00,2175.88,0,06/22/1998,Y,Exact
"4606 REINBEAU DR, Columbus, OH, 43232",4606,REINBEAU DR,,Columbus,OH,43232,39.9064335,-82.8770436,180-004854,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,184300.00,3109.54,81000,08/31/1998,Y,Exact
"4958 TALBERT DR, Columbus, OH, 43232",4958,TALBERT DR,,Columbus,OH,43232,39.9182203,-82.8609928,260-000438,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,176400.00,3192.26,79000,12/15/2010,Y,Exact
"3202 FAYCREST RD, Columbus, OH, 43232",3202,FAYCREST RD,,Columbus,OH,43232,39.9111929,-82.8618582,180-004112,510,SINGLE_FAMILY,auditor_parcel,Y,1965,3,2,162100.00,2262.62,0,03/16/1976,Y,Exact
"3330 NOE BIXBY RD, Columbus, OH, 43232",3330,NOE BIXBY RD,,Columbus,OH,43232,39.9067873,-82.866398,180-001689,511,SINGLE_FAMILY,auditor_parcel,,1965,3,1,248000.00,4184.44,76900,11/02/2011,Y,Exact
"3524 NOE BIXBY RD, Columbus, OH, 43232",3524,NOE BIXBY RD,,Columbus,OH,43232,39.9041379,-82.8716131,180-003415,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,165000.00,2783.68,91000,01/05/2005,Y,Exact
"2900 COURTRIGHT RD, Columbus, OH, 43232",2900,COURTRIGHT RD,,Columbus,OH,43232,39.9129958,-82.8948433,180-001147,510,SINGLE_FAMILY,auditor_parcel,,1955,3,1,171100.00,2886.84,100000,04/11/2011,Y,Exact
"4933 SILVERTON DR, Columbus, OH, 43232",4933,SILVERTON DR,,Columbus,OH,43232,39.9167298,-82.8628068,260-000406,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,170600.00,3021.86,109900,12/06/2018,Y,Exact
"3367 EVERSON RD E, Columbus, OH, 43232",3367,EVERSON RD E,,Columbus,OH,43232,39.9087012,-82.8538995,180-004611,510,SINGLE_FAMILY,auditor_parcel,,1971,4,1,177200.00,3057.76,222000,06/07/2022,Y,Exact
"3376 EVERSON RD E, Columbus, OH, 43232",3376,EVERSON RD E,,Columbus,OH,43232,39.90853,-82.8535029,180-004533,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,143300.00,2417.84,0,06/03/2013,Y,Exact
"5189 SEDALIA DR, Columbus, OH, 43232",5189,SEDALIA DR,,Columbus,OH,43232,39.9062245,-82.8626166,180-003164,510,SINGLE_FAMILY,auditor_parcel,Y,1968,3,1,181300.00,2586.52,0,11/01/1976,Y,Exact
"3306 BEACHWORTH DR, Columbus, OH, 43232",3306,BEACHWORTH DR,,Columbus,OH,43232,39.9077077,-82.8787829,180-004883,510,SINGLE_FAMILY,auditor_parcel,,1967,3,2,255300.00,4307.36,170000,10/05/2020,Y,Exact
"3124 SUNDALE RD, Columbus, OH, 43232",3124,SUNDALE RD,,Columbus,OH,43232,39.9134037,-82.8551212,180-004324,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,159200.00,2746.72,165300,03/22/2024,Y,Exact
"3501 WYNCOTE RD, Columbus, OH, 43232",3501,WYNCOTE RD,,Columbus,OH,43232,39.9054819,-82.8638567,180-003273,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,152000.00,2622.98,83000,08/26/2005,Y,Exact
"4495 MADELINE DR, Columbus, OH, 43232",4495,MADELINE DR,,Columbus,OH,43232,39.907743,-82.8827898,180-000763,510,SINGLE_FAMILY,auditor_parcel,,1924,3,1,134000.00,2260.68,0,11/01/1999,Y,Exact
"3600 WYNCOTE RD, Columbus, OH, 43232",3600,WYNCOTE RD,,Columbus,OH,43232,39.9034895,-82.8641671,180-003264,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,201500.00,3399.7,90000,04/02/2019,Y,Exact
"3247 LATONIA RD, Columbus, OH, 43232",3247,LATONIA RD,,Columbus,OH,43232,39.9088442,-82.8573544,180-004652,510,SINGLE_FAMILY,auditor_parcel,,1970,4,1,160000.00,2760.52,43500,08/10/2016,Y,Exact
"3435 NEGLEY RD, Columbus, OH, 43232",3435,NEGLEY RD,,Columbus,OH,43232,39.9069715,-82.8589596,180-003740,510,SINGLE_FAMILY,auditor_parcel,Y,1966,3,1,143400.00,1947.36,87900,09/12/2006,Y,Exact
"4948 CROSSCREEK DR, Columbus, OH, 43232",4948,CROSSCREEK DR,,Columbus,OH,43232,39.9093799,-82.8652531,180-005273,510,SINGLE_FAMILY,auditor_parcel,,2000,3,2,243900.00,4115.02,0,02/07/2018,Y,Exact
"2955 FLEET RD, Columbus, OH, 43232",2955,FLEET RD,,Columbus,OH,43232,39.9170527,-82.8558173,260-000275,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,152300.00,2697.52,160000,04/14/2021,Y,Exact
"5121 TUXWORTH CT, Columbus, OH, 43232",5121,TUXWORTH CT,,Columbus,OH,43232,39.9145777,-82.8592163,260-000508,510,SINGLE_FAMILY,auditor_parcel,,1968,4,2,218600.00,3871.44,129000,03/17/2005,Y,Exact
"5145 RUTLEDGE DR S, Columbus, OH, 43232",5145,RUTLEDGE DR S,,Columbus,OH,43232,39.9129739,-82.8598533,180-004294,510,SINGLE_FAMILY,auditor_parcel,,1966,3,2,150200.00,2591.92,12041000,09/10/2024,Y,Exact
"3479 ARNSBY RD, Columbus, OH, 43232",3479,ARNSBY RD,,Columbus,OH,43232,39.9071472,-82.8559769,180-001340,510,SINGLE_FAMILY,auditor_parcel,,1973,4,1,163600.00,2760.06,180000,10/19/2021,Y,Exact
"2977 UPTON RD E, Columbus, OH, 43232",2977,UPTON RD E,,Columbus,OH,43232,39.9164906,-82.8568411,260-000342,510,SINGLE_FAMILY,auditor_parcel,,1970,2,1,172100.00,3048.18,0,06/10/2013,Y,Non_Exact
"3559 TALFORD RD, Columbus, OH, 43232",3559,TALFORD RD,,Columbus,OH,43232,39.9038119,-82.8700288,180-003522,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,170900.00,2883.46,100000,02/27/2017,Y,Exact
"3471 DEMINGTON RD, Columbus, OH, 43232",3471,DEMINGTON RD,,Columbus,OH,43232,39.905591,-82.8705622,180-003453,510,SINGLE_FAMILY,auditor_parcel,,1970,4,1,200100.00,3376.06,0,01/04/2016,Y,Exact
"3239 BENHAM CT, Columbus, OH, 43232",3239,BENHAM CT,,Columbus,OH,43232,39.9104314,-82.8636366,180-004065,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,167000.00,2817.42,105000,07/26/2007,Y,Exact
"5435 BAYNARD DR, Columbus, OH, 43232",5435,BAYNARD DR,,Columbus,OH,43232,39.911054,-82.853776,180-004509,510,SINGLE_FAMILY,auditor_parcel,Y,1971,4,1,178700.00,2542.68,0,06/02/1992,Y,Exact
"3399 ARNSBY RD, Columbus, OH, 43232",3399,ARNSBY RD,,Columbus,OH,43232,39.9072589,-82.8580699,180-001330,510,SINGLE_FAMILY,auditor_parcel,,1973,3,1,144700.00,2441.46,192500,02/26/2025,Y,Exact
"3470 TREMAINE RD, Columbus, OH, 43232",3470,TREMAINE RD,,Columbus,OH,43232,39.90576,-82.8643109,180-003300,510,SINGLE_FAMILY,auditor_parcel,,1964,3,1,144400.00,2436.62,85900,08/24/2007,Y,Exact
"3442 BEACHWORTH DR, Columbus, OH, 43232",3442,BEACHWORTH DR,,Columbus,OH,43232,39.9047719,-82.879045,180-003569,520,TWO_FAMILY,auditor_parcel,,1969,6,2,265600.00,4582.94,0,07/06/2022,Y,Exact
"5384 WENDOVER DR, Columbus, OH, 43232",5384,WENDOVER DR,,Columbus,OH,43232,39.913641,-82.8531724,180-004352,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,145900.00,2517.5,0,07/14/1998,Y,Exact
"5276 TUXWORTH DR, Columbus, OH, 43232",5276,TUXWORTH DR,,Columbus,OH,43232,39.9139463,-82.8558834,180-004319,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,176300.00,2974.58,108000,10/03/2019,Y,Exact
"3392 GRAYSTONE DR, Columbus, OH, 43232",3392,GRAYSTONE DR,,Columbus,OH,43232,39.9064362,-82.8756712,180-004849,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,166000.00,2864.54,40000,11/29/2010,Y,Exact
"5119 HATFIELD DR, Columbus, OH, 43232",5119,HATFIELD DR,,Columbus,OH,43232,39.9122619,-82.8612256,180-004695,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,139500.00,2353.72,0,05/25/2016,Y,Exact
"3061 DUNLOE RD, Columbus, OH, 43232",3061,DUNLOE RD,,Columbus,OH,43232,39.914609,-82.8576728,260-000516,510,SINGLE_FAMILY,auditor_parcel,Y,1970,4,2,227000.00,3524.82,0,06/17/2014,Y,Exact
"5289 QUINCY DR, Columbus, OH, 43232",5289,QUINCY DR,,Columbus,OH,43232,39.9166659,-82.8527101,260-000209,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,162000.00,2931.2,0,03/24/2016,Y,Exact
"5032 NORCREST DR, Columbus, OH, 43232",5032,NORCREST DR,,Columbus,OH,43232,39.9181199,-82.859092,260-000447,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,167100.00,3023.74,0,01/20/2004,Y,Exact
"5101 HATFIELD DR, Columbus, OH, 43232",5101,HATFIELD DR,,Columbus,OH,43232,39.912272,-82.861625,180-004697,510,SINGLE_FAMILY,auditor_parcel,Y,1965,3,1,183000.00,2143.06,245000,08/17/2022,Y,Exact
"5100 NORCREST DR, Columbus, OH, 43232",5100,NORCREST DR,,Columbus,OH,43232,39.9180188,-82.857341,260-000455,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,175700.00,3111.94,245000,09/27/2023,Y,Exact
