address,number,street,unit,city,state,zip,latitude,longitude,final_classification,existence_source,residential_source,census_matched_address
"5852 CHATFORD DR E, Columbus, OH, 43232",5852,CHATFORD DR,E,Columbus,OH,43232,39.9341302,-82.8365657,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5778 SARANAC DR, Columbus, OH, 43232",5778,SARANAC DR,,Columbus,OH,43232,39.941541,-82.8399794,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"2213 COURTRIGHT RD, Columbus, OH, 43232",2213,COURTRIGHT RD,,Columbus,OH,43232,39.9270954,-82.8990411,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"2011 BAIRSFORD DR, Columbus, OH, 43232",2011,BAIRSFORD DR,,Columbus,OH,43232,39.9370333,-82.8470327,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1805 BAIRSFORD DR, Columbus, OH, 43232",1805,BAIRSFORD DR,,Columbus,OH,43232,39.9413056,-82.8446629,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1709 LONSDALE RD, Columbus, OH, 43232",1709,LONSDALE RD,,Columbus,OH,43232,39.942691,-82.8504109,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"5298 CARBONDALE DR CATV, Columbus, OH, 43232",5298,CARBONDALE DR,CATV,Columbus,OH,43232,39.9260927,-82.8496915,RESIDENTIAL,census_geocoder,auditor_street (127/131 dwelling),Non_Exact
"1881 FOUNTAINVIEW CT E, Columbus, OH, 43232",1881,FOUNTAINVIEW CT,E,Columbus,OH,43232,39.9407837,-82.8351005,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"1953 BAIRSFORD DR, Columbus, OH, 43232",1953,BAIRSFORD DR,,Columbus,OH,43232,39.9380636,-82.8470032,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5864 CHATFORD DR A, Columbus, OH, 43232",5864,CHATFORD DR,A,Columbus,OH,43232,39.9342017,-82.8362128,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1622 NOE-BIXBY RD B, Columbus, OH, 43232",1622,NOE-BIXBY RD,B,Columbus,OH,43232,39.9442033,-82.8532763,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"1813 BAIRSFORD DR 1E, Columbus, OH, 43232",1813,BAIRSFORD DR,1E,Columbus,OH,43232,39.9408761,-82.8456361,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"5900 CHATFORD DR G, Columbus, OH, 43232",5900,CHATFORD DR,G,Columbus,OH,43232,39.934168,-82.8346112,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"800 LITTLE BROOK WAY, Columbus, OH, 43232",800,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"1800 QUARRY RIDGE DR, Columbus, OH, 43232",1800,QUARRY RIDGE DR,,Columbus,OH,43232,39.944072,-82.8405699,RESIDENTIAL,census_geocoder,auditor_street (6/6 dwelling),Exact
"1853 MISTY WAY, Columbus, OH, 43232",1853,MISTY WAY,,Columbus,OH,43232,39.942959,-82.8385098,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"3266 MERIDIAN RD, Columbus, OH, 43232",3266,MERIDIAN RD,,Columbus,OH,43232,39.9265008,-82.9057403,RESIDENTIAL,census_geocoder,auditor_street (22/24 dwelling),Exact
"1933 BAIRSFORD DR, Columbus, OH, 43232",1933,BAIRSFORD DR,,Columbus,OH,43232,39.9385636,-82.8467355,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5954 ABERNATHY LN, Columbus, OH, 43232",5954,ABERNATHY LN,,Columbus,OH,43232,39.9147548,-82.8366292,RESIDENTIAL,census_geocoder,auditor_street (18/18 dwelling),Exact
"3724 WESTPOINT DR UNIT 5, Columbus, OH, 43232",3724,WESTPOINT DR,UNIT 5,Columbus,OH,43232,39.9188081,-82.896221,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"3316 JOSHSTOCK DR, Columbus, OH, 43232",3316,JOSHSTOCK DR,,Columbus,OH,43232,39.9134759,-82.8374359,RESIDENTIAL,census_geocoder,auditor_street (4/4 dwelling),Exact
"2237 GARNET PL, Columbus, OH, 43232",2237,GARNET PL,,Columbus,OH,43232,39.9257249,-82.9074878,RESIDENTIAL,census_geocoder,auditor_street (6/7 dwelling),Exact
"5878 CHATFORD DR, Columbus, OH, 43232",5878,CHATFORD DR,,Columbus,OH,43232,39.9339542,-82.8358592,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"1901 FOUNTAINVIEW CT, Columbus, OH, 43232",1901,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9403395,-82.8348915,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"5862 JACQUELINE CT, Columbus, OH, 43232",5862,JACQUELINE CT,,Columbus,OH,43232,39.9469557,-82.8424027,RESIDENTIAL,census_geocoder,auditor_street (17/17 dwelling),Exact
"1881 FOUNTAINVIEW CT A, Columbus, OH, 43232",1881,FOUNTAINVIEW CT,A,Columbus,OH,43232,39.9406652,-82.8351404,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"1811 BAIRSFORD DR 1G, Columbus, OH, 43232",1811,BAIRSFORD DR,1G,Columbus,OH,43232,39.9411121,-82.8453795,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1611 LONSDALE RD, Columbus, OH, 43232",1611,LONSDALE RD,,Columbus,OH,43232,39.9447289,-82.8499956,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"5910 LITTLE BROOK WAY, Columbus, OH, 43232",5910,LITTLE BROOK WAY,,Columbus,OH,43232,39.9452356,-82.841409,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"3511 PETZINGER RD, Columbus, OH, 43232",3511,PETZINGER RD,,Columbus,OH,43232,39.9270881,-82.8997688,RESIDENTIAL,census_geocoder,auditor_street (122/146 dwelling),Exact
"1813 BAIRSFORD DR 1G, Columbus, OH, 43232",1813,BAIRSFORD DR,1G,Columbus,OH,43232,39.9409322,-82.8457053,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"2297 COURTRIGHT RD, Columbus, OH, 43232",2297,COURTRIGHT RD,,Columbus,OH,43232,39.9252102,-82.899095,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"5692 SARANAC DR, Columbus, OH, 43232",5692,SARANAC DR,,Columbus,OH,43232,39.9414268,-82.8424504,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"2067 BAIRSFORD DR, Columbus, OH, 43232",2067,BAIRSFORD DR,,Columbus,OH,43232,39.9357144,-82.8461667,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"2831 BARROWS RD, Columbus, OH, 43232",2831,BARROWS RD,,Columbus,OH,43232,39.9211708,-82.8433255,RESIDENTIAL,census_geocoder,auditor_street (37/40 dwelling),Exact
"1711 LONSDALE RD, Columbus, OH, 43232",1711,LONSDALE RD,,Columbus,OH,43232,39.9426553,-82.8504113,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"2005 FOUNTAINVIEW CT, Columbus, OH, 43232",2005,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9391599,-82.8355563,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"5405 JACK RUSSELL WAY, Columbus, OH, 43232",5405,JACK RUSSELL WAY,,Columbus,OH,43232,39.9084364,-82.8512103,RESIDENTIAL,census_geocoder,auditor_street (5/5 dwelling),Exact
"1919 1/2 BAIRSFORD DR CATV, Columbus, OH, 43232",1919 1/2,BAIRSFORD DR,CATV,Columbus,OH,43232,39.9390676,-82.8471989,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1566 LONSDALE RD, Columbus, OH, 43232",1566,LONSDALE RD,,Columbus,OH,43232,39.9457858,-82.8492555,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"2045 BAIRSFORD DR, Columbus, OH, 43232",2045,BAIRSFORD DR,,Columbus,OH,43232,39.9360908,-82.846393,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"2608 NOE-BIXBY RD D, Columbus, OH, 43232",2608,NOE-BIXBY RD,D,Columbus,OH,43232,39.9231436,-82.8639387,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"1946 FOUNTAINVIEW CT I, Columbus, OH, 43232",1946,FOUNTAINVIEW CT,I,Columbus,OH,43232,39.9397253,-82.8337916,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"5873 LITTLE BROOK WAY, Columbus, OH, 43232",5873,LITTLE BROOK WAY,,Columbus,OH,43232,39.9455018,-82.842385,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"1909 BAIRSFORD DR, Columbus, OH, 43232",1909,BAIRSFORD DR,,Columbus,OH,43232,39.9389505,-82.84673,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"780 LITTLE BROOK WAY, Columbus, OH, 43232",780,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"5913 HALLWORTH AVE A, Columbus, OH, 43232",5913,HALLWORTH AVE,A,Columbus,OH,43232,39.9457822,-82.8400144,RESIDENTIAL,census_geocoder,auditor_street (16/16 dwelling),Non_Exact
"5994 LITTLE BROOK WAY, Columbus, OH, 43232",5994,LITTLE BROOK WAY,,Columbus,OH,43232,39.9444338,-82.8390838,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"5846 CHATFORD DR D, Columbus, OH, 43232",5846,CHATFORD DR,D,Columbus,OH,43232,39.9342285,-82.8367755,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1733 SUNAPPLE WAY, Columbus, OH, 43232",1733,SUNAPPLE WAY,,Columbus,OH,43232,39.9452036,-82.8435818,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"14 GLENBRIAR CT, Columbus, OH, 43232",14,GLENBRIAR CT,,Columbus,OH,43232,39.922258,-82.8498994,RESIDENTIAL,census_geocoder,auditor_street (11/11 dwelling),Exact
"5900 CHATFORD DR H, Columbus, OH, 43232",5900,CHATFORD DR,H,Columbus,OH,43232,39.9342746,-82.8345983,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1877 FOUNTAINVIEW CT C, Columbus, OH, 43232",1877,FOUNTAINVIEW CT,C,Columbus,OH,43232,39.9410117,-82.8352387,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"5912 CHATFORD DR A, Columbus, OH, 43232",5912,CHATFORD DR,A,Columbus,OH,43232,39.9340444,-82.8344261,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"2275 COURTRIGHT RD, Columbus, OH, 43232",2275,COURTRIGHT RD,,Columbus,OH,43232,39.925765,-82.8990447,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"1811 BAIRSFORD DR 2J, Columbus, OH, 43232",1811,BAIRSFORD DR,2J,Columbus,OH,43232,39.941295,-82.8453765,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1744 LONSDALE RD UNIT A, Columbus, OH, 43232",1744,LONSDALE RD,UNIT A,Columbus,OH,43232,39.941938,-82.8502059,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Non_Exact
"1975 FOUNTAINVIEW CT, Columbus, OH, 43232",1975,FOUNTAINVIEW CT,,Columbus,OH,43232,39.939802,-82.8356628,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1814 NOE-BIXBY RD UNIT A, Columbus, OH, 43232",1814,NOE-BIXBY RD,UNIT A,Columbus,OH,43232,39.9394907,-82.860492,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"2009 BAIRSFORD DR, Columbus, OH, 43232",2009,BAIRSFORD DR,,Columbus,OH,43232,39.9370323,-82.8470451,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"3774 WESTPOINT DR UNIT 5, Columbus, OH, 43232",3774,WESTPOINT DR,UNIT 5,Columbus,OH,43232,39.919188,-82.8948898,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"2216 NOE-BIXBY RD, Columbus, OH, 43232",2216,NOE-BIXBY RD,,Columbus,OH,43232,39.9316393,-82.8624754,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"3448 WESTPOINT DR, Columbus, OH, 43232",3448,WESTPOINT DR,,Columbus,OH,43232,39.9190298,-82.9045583,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"1867 BAIRSFORD DR, Columbus, OH, 43232",1867,BAIRSFORD DR,,Columbus,OH,43232,39.9399828,-82.8462569,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1953 FOUNTAINVIEW CT, Columbus, OH, 43232",1953,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9399401,-82.8353568,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"5892 CHATFORD DR D, Columbus, OH, 43232",5892,CHATFORD DR,D,Columbus,OH,43232,39.9340975,-82.8350075,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1797 BAIRSFORD DR, Columbus, OH, 43232",1797,BAIRSFORD DR,,Columbus,OH,43232,39.9414376,-82.8445179,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"874 LITTLE BROOK WAY, Columbus, OH, 43232",874,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"1852 MISTY WAY, Columbus, OH, 43232",1852,MISTY WAY,,Columbus,OH,43232,39.9433785,-82.8386866,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"6127 ASTOR AVE, Columbus, OH, 43232",6127,ASTOR AVE,,Columbus,OH,43232,39.9446344,-82.8306535,RESIDENTIAL,census_geocoder,auditor_street (242/274 dwelling),Exact
"3545 PETZINGER RD, Columbus, OH, 43232",3545,PETZINGER RD,,Columbus,OH,43232,39.9267956,-82.8992856,RESIDENTIAL,census_geocoder,auditor_street (122/146 dwelling),Exact
"1943 FOUNTAINVIEW CT, Columbus, OH, 43232",1943,FOUNTAINVIEW CT,,Columbus,OH,43232,39.940185,-82.8351618,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"5884 CHATFORD DR C, Columbus, OH, 43232",5884,CHATFORD DR,C,Columbus,OH,43232,39.9340857,-82.8353814,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"6002 ABERNATHY LN, Columbus, OH, 43232",6002,ABERNATHY LN,,Columbus,OH,43232,39.9146842,-82.835374,RESIDENTIAL,census_geocoder,auditor_street (18/18 dwelling),Exact
"5953 MORRISSEY ST, Columbus, OH, 43232",5953,MORRISSEY ST,,Columbus,OH,43232,39.9136296,-82.8365133,RESIDENTIAL,census_geocoder,auditor_street (22/22 dwelling),Exact
"2294 GARNET PL, Columbus, OH, 43232",2294,GARNET PL,,Columbus,OH,43232,39.9243742,-82.9072808,RESIDENTIAL,census_geocoder,auditor_street (6/7 dwelling),Exact
"5702 SARANAC DR, Columbus, OH, 43232",5702,SARANAC DR,,Columbus,OH,43232,39.9413499,-82.8424571,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"1851 MISTY WAY, Columbus, OH, 43232",1851,MISTY WAY,,Columbus,OH,43232,39.9429724,-82.8386312,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"1905 BAIRSFORD DR, Columbus, OH, 43232",1905,BAIRSFORD DR,,Columbus,OH,43232,39.9391939,-82.8466414,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"3556 DELPORT WAY, Columbus, OH, 43232",3556,DELPORT WAY,,Columbus,OH,43232,39.9092622,-82.900212,RESIDENTIAL,census_geocoder,auditor_street (10/10 dwelling),Exact
"1813 BAIRSFORD DR, Columbus, OH, 43232",1813,BAIRSFORD DR,,Columbus,OH,43232,39.9407929,-82.8454079,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1758 SUNAPPLE WAY, Columbus, OH, 43232",1758,SUNAPPLE WAY,,Columbus,OH,43232,39.9446865,-82.8429871,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"5965 LITTLE BROOK WAY, Columbus, OH, 43232",5965,LITTLE BROOK WAY,,Columbus,OH,43232,39.9442445,-82.8401096,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"2484 NOE-BIXBY RD, Columbus, OH, 43232",2484,NOE-BIXBY RD,,Columbus,OH,43232,39.9255132,-82.8642755,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"2136 COURTRIGHT RD, Columbus, OH, 43232",2136,COURTRIGHT RD,,Columbus,OH,43232,39.928824,-82.8976722,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"1745 SUNAPPLE WAY, Columbus, OH, 43232",1745,SUNAPPLE WAY,,Columbus,OH,43232,39.9449073,-82.8435161,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"3666 MATHENA WAY, Columbus, OH, 43232",3666,MATHENA WAY,,Columbus,OH,43232,39.9125122,-82.9003055,RESIDENTIAL,census_geocoder,auditor_street (15/15 dwelling),Exact
"2618 COURTRIGHT RD, Columbus, OH, 43232",2618,COURTRIGHT RD,,Columbus,OH,43232,39.9199326,-82.8962446,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"734 LITTLE BROOK WAY, Columbus, OH, 43232",734,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"1136 IDLEWILD DR, Columbus, OH, 43232",1136,IDLEWILD DR,,Columbus,OH,43232,39.9540005,-82.8314672,RESIDENTIAL,census_geocoder,auditor_street (67/90 dwelling),Exact
"1835 MISTY WAY, Columbus, OH, 43232",1835,MISTY WAY,,Columbus,OH,43232,39.9432316,-82.8391852,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"1990 FOUNTAINVIEW CT E, Columbus, OH, 43232",1990,FOUNTAINVIEW CT,E,Columbus,OH,43232,39.9391128,-82.8352413,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"5834 CHATFORD DR F, Columbus, OH, 43232",5834,CHATFORD DR,F,Columbus,OH,43232,39.9342059,-82.837118,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5202 ORLANDO RD, Columbus, OH, 43232",5202,ORLANDO RD,,Columbus,OH,43232,39.9380064,-82.8547146,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Non_Exact
"2137 COURTRIGHT RD, Columbus, OH, 43232",2137,COURTRIGHT RD,,Columbus,OH,43232,39.9285273,-82.898829,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"3422 WESTPOINT DR, Columbus, OH, 43232",3422,WESTPOINT DR,,Columbus,OH,43232,39.9191349,-82.9055301,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"3730 WESTPOINT DR UNIT 3, Columbus, OH, 43232",3730,WESTPOINT DR,UNIT 3,Columbus,OH,43232,39.9187731,-82.8960403,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"5553 CHATFORD DR C, Columbus, OH, 43232",5553,CHATFORD DR,C,Columbus,OH,43232,39.9343831,-82.8448351,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5894 CHATFORD DR, Columbus, OH, 43232",5894,CHATFORD DR,,Columbus,OH,43232,39.9339542,-82.8358592,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"5910 CHATFORD DR, Columbus, OH, 43232",5910,CHATFORD DR,,Columbus,OH,43232,39.9339542,-82.8358592,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"5912 CHATFORD DR H, Columbus, OH, 43232",5912,CHATFORD DR,H,Columbus,OH,43232,39.9340175,-82.8343345,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1813 BAIRSFORD DR 2I, Columbus, OH, 43232",1813,BAIRSFORD DR,2I,Columbus,OH,43232,39.940991,-82.8455624,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"2523 COURTRIGHT RD, Columbus, OH, 43232",2523,COURTRIGHT RD,,Columbus,OH,43232,39.9213428,-82.8977922,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"5678 SARANAC DR, Columbus, OH, 43232",5678,SARANAC DR,,Columbus,OH,43232,39.9417039,-82.8425088,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"5676 SARANAC DR, Columbus, OH, 43232",5676,SARANAC DR,,Columbus,OH,43232,39.9416958,-82.8424588,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"2580 NOE-BIXBY RD B, Columbus, OH, 43232",2580,NOE-BIXBY RD,B,Columbus,OH,43232,39.9236286,-82.8639243,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"3724 WESTPOINT DR UNIT 6, Columbus, OH, 43232",3724,WESTPOINT DR,UNIT 6,Columbus,OH,43232,39.9188064,-82.8961139,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"6008 ABERNATHY LN, Columbus, OH, 43232",6008,ABERNATHY LN,,Columbus,OH,43232,39.9146936,-82.8349962,RESIDENTIAL,census_geocoder,auditor_street (18/18 dwelling),Exact
"1576 LONSDALE RD, Columbus, OH, 43232",1576,LONSDALE RD,,Columbus,OH,43232,39.9455821,-82.8492686,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"3331 BALFORD SQ S, Columbus, OH, 43232",3331,BALFORD SQ S,,Columbus,OH,43232,39.9266812,-82.9040383,RESIDENTIAL,census_geocoder,auditor_street (45/45 dwelling),Exact
"860 LITTLE BROOK WAY, Columbus, OH, 43232",860,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"1610 NOE-BIXBY RD G, Columbus, OH, 43232",1610,NOE-BIXBY RD,G,Columbus,OH,43232,39.9444436,-82.8532927,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"2610 COURTRIGHT RD, Columbus, OH, 43232",2610,COURTRIGHT RD,,Columbus,OH,43232,39.9201331,-82.8962208,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"1999 FOUNTAINVIEW CT, Columbus, OH, 43232",1999,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9392448,-82.835628,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"5563 CHATFORD DR, Columbus, OH, 43232",5563,CHATFORD DR,,Columbus,OH,43232,39.9342231,-82.8444907,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"1737 LONSDALE RD D, Columbus, OH, 43232",1737,LONSDALE RD,D,Columbus,OH,43232,39.9420699,-82.8506643,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Non_Exact
"1752 BAIRSFORD DR, Columbus, OH, 43232",1752,BAIRSFORD DR,,Columbus,OH,43232,39.9426206,-82.843487,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"2218 GLENBROOK DR, Columbus, OH, 43232",2218,GLENBROOK DR,,Columbus,OH,43232,39.9266583,-82.9053957,RESIDENTIAL,census_geocoder,auditor_street (39/39 dwelling),Exact
"3724 WESTPOINT DR UNIT 3, Columbus, OH, 43232",3724,WESTPOINT DR,UNIT 3,Columbus,OH,43232,39.9187828,-82.8962217,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"2516 COURTRIGHT RD, Columbus, OH, 43232",2516,COURTRIGHT RD,,Columbus,OH,43232,39.9217139,-82.8966988,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"2173 S JAMES RD, Columbus, OH, 43232",2173,S JAMES RD,,Columbus,OH,43232,39.9268316,-82.918425,RESIDENTIAL,census_geocoder,auditor_street (351/451 dwelling),Exact
"3718 WESTPOINT DR, Columbus, OH, 43232",3718,WESTPOINT DR,,Columbus,OH,43232,39.9187625,-82.8963503,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"1988 FOUNTAINVIEW CT D, Columbus, OH, 43232",1988,FOUNTAINVIEW CT,D,Columbus,OH,43232,39.9391328,-82.8351121,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"5981 ASTOR AVE, Columbus, OH, 43232",5981,ASTOR AVE,,Columbus,OH,43232,39.9447145,-82.8357148,RESIDENTIAL,census_geocoder,auditor_street (242/274 dwelling),Exact
"1990 FOUNTAINVIEW CT F, Columbus, OH, 43232",1990,FOUNTAINVIEW CT,F,Columbus,OH,43232,39.9390987,-82.8352811,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"1644 HALLWORTH CT, Columbus, OH, 43232",1644,HALLWORTH CT,,Columbus,OH,43232,39.9454905,-82.8400251,RESIDENTIAL,census_geocoder,auditor_street (57/57 dwelling),Exact
"3420 WESTPOINT DR, Columbus, OH, 43232",3420,WESTPOINT DR,,Columbus,OH,43232,39.9190889,-82.9056072,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"3001 ARGONNE CT CATV, Columbus, OH, 43232",3001,ARGONNE CT,CATV,Columbus,OH,43232,39.9173666,-82.8493802,RESIDENTIAL,census_geocoder,auditor_street (23/23 dwelling),Non_Exact
"5884 CHATFORD DR G, Columbus, OH, 43232",5884,CHATFORD DR,G,Columbus,OH,43232,39.9341159,-82.8353178,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
